id,nama,Foto,bahan,cooking_step,kalori,protein
155,Tempe kecap,,1/2 papan Tempe. potong kotak--4 siung Bawang merah. iris tipis--2 siung Bawang putih. iris tipis--4 buah Cabai rawit. iris tipis--secukupnya Kecap manis--secukupnya Garam--secukupnya Gula--,Goreng tempe hingga setengah matang. angkat tiriskan--Tumis bawang merah. bawang putih dan cabai rawit. hingga harum. tambahkan sedikit air--Masukkan tempe setengah matang dan bumbui dgn gula. garam dan kecap manis. masak hingga bumbu meresap ke tempe. sajikan--,709,23
156,"Tumis tempe, udang,ati ampela",,1/4 udang--4 papan tempe uk kecil--2 pasang ati ampela (optional)--Cabe rawit 10 biji (tergantung selera)--4 siung Bawang merah--3 siung Bawang putih--secukupnya Garam--secukupnya Gula--Kaldu ayam bubuk(kalau suka) q pake royco--Tepung bumbu seba guna--secukupnya Minyak goreng--,Cincang cabe rawit. bawang putih. bawang merah--Potong dadu tempe.ati ampela(yg sudah digoreng sebelumnya). bersihkan udang dari kulitnya cuci sampai bersih--Goreng tempe yg sudah di potong dadu dengan tepung serba guna biar nempel tempe di Kasih air sedikit atau bisa dicelupkan ke kocokan putih telur.goreng sampai kecoklatan lalu angkat dan tiriskan--Tumis bawang merah dan bawang putih sampe layu lalu masukan cabe tumis sampe wangi--Masukan udang dulu. baru ati ampela dan tempe yg sudah digoreng masukan paling akhir--Beri garam. gula. dan kaldu bubuk secukupnya koreksi rasa dan siap dihidangkan--Siap dimakan--,422,24
157,Oseng Tempe & Kacang Panjang,,200 gr tempe--50 gr kacang panjang--7 bh bawang merah--2 bh bawang putih--2 lbr daun jeruk--Laos (secukupnya di geprek)--Merica (secukupnya)--Garam. gula.kecap--,Iris tempe sesuai selera. setelah di iris goreng setengah matang. Iris semua bahan di atas & tumis hingga harum ke coklatan. tambah kan air secukupnya masukan tempe & kacang panjang. Tunggu hingga matang dan siap untuk di sajikan 😘--,741,28
158,Tempe tepung sambel kecap,,10 iris tempe--1 sdm duan bawang yang diiris tipis--350 ml air matang--250 gr tepung terigu--1 sdm tepung beras--minyak goreng--Bumbu Halus:--1 sdt ketumbar sangrai--2 siung bawang putih--1 sdt kaldu ayam--1 sdt garam--,Kerat-kerat kedua sisi irisan tempe agar bumbu menyerap.--Campur tepung dengan bumbu halus dan air hingga cukup kental.--Tambahkan daun bawang dan tempe.--Panaskan minyak banyak di atas api sedang.--Goreng tempe dengan balutan adonantepung hingga kuning kecokelatan.--Angkat dan tiriskan.--,651,23
159,Tempe goreng,,1/2 papan Tempe--2 siung bawang putih--Secukupnya Ketumbar--Secukupnya garam--Minyak goreng--,Potong tempe sesuai selera--Uleg ketumbar dan bawang putih hingga halus. kemudian tambahkan bawang putih. uleg lagi hingga halus--Tambahkan sedikit air putih dan rendam tempe selama 15 menit--Panaskan minyak dan goreng tempe hingga kecoklatan--,687,28
160,Tempe jeletot,,1 papan tempe--6 siung bawang putih--6 siung bawang merah--5 buah cabe keriting--secukupnya Kencur--sesuai selera Cabe rawit--Daun bawang--1/4 kg tepung terigu--6 sendok makan tepung beras--Penyedap rasa dan garam--Ketumbar--Minyak untuk menggoreng--,Potong tempe belah tengah jangan sampai putus--Isian: ulek bumbu hingga halus setelah halus siram bumbu dengan minyak goreng--Adonan tepung: haluskan 2 siung bawang merah.putih. ketumbar beri garam dan kaldu lalu larutkan tepung terigu dan tepung beras dengan air. beri daun bawang. koreksi rasa--Isi tempe dengan cabe.lakukan hingga tempe habis terisi cabe--Panaskan minyak.celupkan tempe di adonan tepung goreng sampai matang--Sajikan selagi hangat--,730,17
161,Oseng buncis tempe,,2 bungkus buncis--1 papan tempe--8 siung bawang merah--5 siung bawang putih--10 cabe rawit--masako--sedikit air--garam--gula--,"Potong tempe menjadi tipis"" juga lalu goreng setengah matang--Iris tipis"" bawang merah bawang putih dan cabe rawit. oseng sebentar bawang merah dan bawang putih--Potong serong buncis menjadi tipis dan cuci bersih. oseng buncis sampai layu dan masukkan bawang merah dan bawang putih lalu masukkan tempe setengah matang.--Setelah tercampur masukkan cabe rawit dan beri air secukupnya--Tambahkan gula garam dan masako secukupnya tes rasa bila rasa kurang tambahkan masako lagi--Masak sebentar lalu sajikan--",509,22
162,Kering Tempe Cabjo,,4 papan tempe plastik ukuran sedang--1 butir jahe (di peprek)--1 butir lengkus (di peprek)--1 butir kamijara (di peprek)--2 lembar daun salam (di remas)--Gula merah secukupnya (disisir)--Cabai secukupnya (menurut selera)--secukupnya Minyak--secukupnya Bawang solong--Bumbu yang di haluskan (bumbu kuning) :--1 butir kunyit--2 siung bawang putih--5 siung bawang merah--1 butir kemiri--1 butir ketumbar--secukupnya Pala--secukupnya Lada--secukupnya Garam--,Irislah tempe menjadi bagian bagian kecil memanjang.--Iris cabai. bawang solong dan daun salam. Sisir gula merah.--Jahe. lengkuas dan kamijara di peprek.--Siapkan ulekan. masukan kunyit. kemiri. bawang putih. bawang merah. ketumbar. lada. pala. garam. Haluskan.--Goreng tempe yang sudah diiris.--Angkat jika sudah berwarna kecoklatan.--Setelah itu siapkan wajan lagi. panaskan minyak dan tumis bawang solong. jahe. lengkuas. kamijara. daun salam. cabai dan masukan gula merah yang telah di sisir.--Setelah tercium harum dan menggoda di perut beri air sedikit dan masukan tempe yang sudah di goreng.--Aduk sampai benar benar merata dan meresap. tes rasa.--Apabila rasanya kurang asin bisa tambahkan masako atau royco secukupnya. Aduk lagi hingga masak.--Angkat dan sajikan.--,424,14
163,Kering tempe renyah,,1 papan tempe ukuran sedang (25x20 cm). potong kecil-kecil--Bumbu halus ::--6 butir bawang merah--3 siung bawang putih--2 cm lengkuas muda--3 cabe rawit merah--Bahan lain ::--3 cabe keriting. iris serong--2 helai daun salam--1 buah jeruk nipis seukuran bola pingpong. peras--Secukupnya garam dan gula--2-3 sdm minyak untuk menumis--,Goreng tempe hingga kuning kecoklatan dan renyah. Sisihkan.--Tumis bumbu halus hingga harum. masukkan daun salam dan cabe keriting iris. gula dan garam. aduk rata.--Tambahkan air perasan jeruk nipis. aduk. koreksi rasa. tunggu sampai air menyusut dan bumbu kental. Matikan api.--Tunggu sesaat sampai bumbu tidak beruap/dingin. masukkan tempe. aduk rata. Kalau sudah dingin. simpan dalam toples kedap udara.--,613,28
164,Perkedel Tempe,,300 gr tempe. kukus dan haluskan--1 batang daun bawang. iris--1 batang seledri. iris--1 butir telur. kocok lepas--secukupnya Garam. gula. merica bubuk--Bumbu halus : (goreng dahulu sebelum dihaluskan)--4 siung bawang merah--3 siung bawang putih--,Kukus tempe kurleb 20-30 menit. Haluskan selagi hangat--Masukkan semua bahan jadi satu. aduk rata.--Goreng dalam minyak panas. Biarkan kering dan hanya dibalik satu kali supaya tidak hancur dan tidak berminyak--Angkat. tiriskan dan sajikan--,654,14
165,Oseng Tempe Buncis,,1/3 papan tempe (seadanya stok) potong kotak2--7 batang buncis (adanya itu)--1 batang daun bawang--2 siung bawang putih (cincang halus)--1/4 bw bombay (kehabisan stok bawang merah hiks)--1 sdm kecap--1/2 sdm saori saus tiram--1/2 cm laos geprek--1/2 cm jahe geprek--1 bh jeruk limau kecil----,Goreng tempe sisihkan.--Tumis bw bombay. bw putih. jahe n lengkoas hingga harum.--Masukan saori n kecap aduk2 beri sedikiiit air. masukan buncis. Hingga agak layu masukan tempe.aduk2 sebentar. Matikan api.--Peras jeruk limau dan Hias dgn daun bawang.--,571,18
166,Nasi Liwet Tempe bacem,,20 potong tempe--500 ml air kelapa--1 buah gula merah--1 sdt garam--Sdikit kaldu bubuk--2 lbr daun salam--1 vatang serai--1 ruas lengkoas--Minyak u menggoreng--Bumbu halus:--5 siung bamer--2 siung baput--1 sdt ketumbar--3 butir kemiri--,Campur tempe air kelapa dan bumbu halus dan salam sereh lengkoas gula garam fan kaldu bubuk. Sampai air menyusut. Lalu goreng dengan api kecil. Selamat masak.--,650,14
167,Nasi goreng tempe salmon,,nasi--ikan salmon yg sdh di goreng--tempe yg sdh di goreng dn di remas kecil2--garam--bawang putih--bawang merah--2 sendok mkn minyak goreng--cabai bisa tmbhkn klo mau pedes--,Cincang bumbu bawang putih bawang merah dn (cabai bl prlu)--Lalu tumis dgn 2.sendok mkn minyak goreng.--Tumis hingga aroma harum lalu masukkn nasi.aduk2.msukn tempe yg sdh remuk dn salom..--Aduk di orak arik hingga stengh mateng.jgn lp tmbhkn garam secukupnya..orak arik krg lbih 10 mnit..angkt dn hidangkn d piring saji..bs di hias dgn tomat atau mntimun ssuai selera anda..selmt mncoba--,539,26
168,Oseng Tempe Kacang Panjang Udang,,1 ikat kacang panjang. potong seukuran korek--1 papan tempe. potong korek & goreng--100 gr udang. buang kepala--5-7 siung bawang merah. iris2--1 siung bawang putih. geprek--5 buah cabe merah. iris serong--1 ruas lengkuas. geprek--2 lembar daun salam--1 sdm gula merah--Secukupnya gula pasir. garam & kaldu bubuk--Secukupnya air--Sedikit minyak utk menumis--,Tumis duo bawang sampai layu & harum. Masukan cabe. lengkuas & daun salam. aduk-aduk.--Masukan udang. masak sampai udang berubah warna. Masukan kacang panjang. aduk-aduk. Tambahkan gula merah dan beri air sedikit.--Masukan tempe. gula pasir. garam & kaldu bubuk. Beri air lagi utk mematangkan kacang panjang. aduk rata. Koreksi rasa.--Masak sampai air agak mengering & kacang panjang matang. Matikan api. angkat & sajikan.--,437,18
169,Orek tempe cabai hijau,,1 papan tempe--10 buah cabai hijau keriting--3 siung bawang merah--3 siung bawang putih--1 ruas lengkuas--1 lembar daun salam--Secukupnya kecap manis--Secukupnya gula merah--Garam--Penyedap rasa--,Potong-potong tempe seuk korek api(sesuai selera cie ukurannya)😉😉😉.--Panaskan minyak.goreng tempe sampai garing.sisihkn.--Potong semua semua bumbu.geprek lengkuas.--Panaskan minyak masukan bumbu yg sdh di potong td.tunggu sampai harum.masukan tempe beri sedikit air.setelah agak mengering masukan kecap.cek rasa.--Orek tempe cabai hijau siap di sajikan😉😉--,536,13
170,Kikil tempe pedas manis,,1/4 kikil--1 papam tempe--bumbu halus--6 siung bawang merah--3 siung bawang putih--5 bh cabe keriting merah (selera)--8 bh cabe rawit merah (selera)--3 bh cabe ijo besar--2 Lmbar daun salam--1 ruas kunyit--1 ruas laos--kecap manis--kecap asin--penyedap rasa--garam. gula--minyak goreng--,Rebus sbentar kikil. daun salam dn laos.. lalu tiriskan--Potong dadu tempe lalu goreng dan tiriskan--Panaskan minyak. masukan bumbu halus beserta daun dan salam laos smpe harum--Lalu campurkan kikil dan tempe. tambahkan kecap manis. kecap asin. penyedap rasa. gula dn garam--Aduk hingga trcampur rata.--Koreksi rasa... lalu hidangkan...--Happy cooking bunda😘😘--,453,21
171,Nugget tempe keju,,400 gr tempe--200 gr daging ayam giling--4 sdm terigu--2 siung bawang putih haluskan--2 btr telur--1 sdt garam (blh lbh)--1/2 sdt merica bubuk (blh skip)--1 sdt penyedap rasa sapi--60 gr keju parut--Sckup nya daun bawang Iris halus (blh skip)--💞 pelapis 💞--4 Btr telor kocok--Seckup nya Breadcrumb--,Campur semua bahan. tuang dloyang yg d oles minyak dl.. Kukus 25 mnit smpe matang. Dinginkan. potong2. celup d pelapis (kocokan telur - bread crumb)--Selamat mencoba 😂😂--,649,12
172,Tempe Tumis Ikan Asin,,2 ekor ikan asin jenis apa sj--2 buah tomat--2 cabe merah besar--3 siung bawang putih--3 cabe merah keriting--4 Batang cemangi.ambil daun sj--5 Siung bawang merah--15 cabe rawit--1/4 tempe--Secukupnya garam--Secukupnya masako--Secukupnya merica bubuk--Secukupnya gula pasir--Minyak goreng--,Rendam tempe dgn air garam.biarkan meresap.sisihkan.Cuci ikan asin.potong 2 bagian.sisihkan.--Uleg halus semua bumbu.sisihkan.--Goreng tempe hingga kering juga ikan asin.lakukan hingga habis.sisihkan.--Tumis bumbu halus hingga wangi.masukan Masako.gula.garam.merica icip rasa jika telah pas masukan tempe dan ikan asin beserta kemangi.aduk rata tanpa menambah air y bunda.--Biarkan kering dan angkat...sippp😊😊--,451,27
173,Kering tempe,,"1/2 papan tempe besar--2 buah cabai besar--1/2 potong gula merah kecil--1 sdm gula pasir--1 lembar daun salam--1 ruas jahe (saya td gapake karna gaada jahe di rumah)--Sereh--Bumbu halus :--4 siung bawang merah--3 siung bawang putih--1 ruas lengkuas/laos--secukupnya Garam--Lada secukupnya (cuma buat pedes""an)--",Tempe diiris memanjang (persegi panjang) kecil kecil. Panaskan minyak. goreng tempe setengah matang dan tiriskan--Haluskan bumbu terlebih dahulu. untuk lengkuas dan jahe cukup di geprek aja.--Iris cabai secara menyamping--Panaskan minyak. masukkan bumbu yang telah dihaluskan. tumis hingga harum kemudian masukkan irisan cabai. daun salam lengkuas dan jahe.--Masukkan gula merah dan gula pasir. tambah sedikit air. Biarkan hingga mengental--Setelah mengental. masukkan tempe yg sudah digoreng setengah matang. campur hingga merata--Kering tempe siap disajikan :)--,478,18
174,Tempe mercon kekinian,,1 papan tempe ukuran sedang (dipotong bagi 5 bagian)--2 siung bawang putih--2 siung bawang merah--10 biji cabe rawit domba--1/4 sdt Merica bubuk--secukupnya Daun bawang--5 sdm tepung terigu--1/2 ruas kencur--Secukupnya penyedap rasa--Secukupnya air--Secukupnya minyak kelapa--,Potong tempe. kira kira tidak terlalu tipis dan tidak terlalu besar. lalu tengahnya dipotong sedikit / diberi lubang untuk memasukan bumbu pedasnya. tumbuk cabe rawit. kencur. bawang putoh. dan bawang merah beri sedikit garam dan gula.--Adonan tepung : masukan terigu kedalam wadah beri garam. penyedap rasa. dan merica bubuk. lalu masukan juga daun bawang yg telah diiris tipis.--Setelah adonan tepung dan tempe siap.. Lalu digoreng. Gunakan api sedang agar tempe yg didalam tepung matang..--Simple... Selamat mencoba--,618,27
175,Tumis tempe peda,,2 ekor peda. buang tulang tengah. potong potong--1 papan tempe. potong dadu. goreng ½ matang--1 sdm kecap manis--secukupnya Garam--Bumbu iris:--2 buah cabe merah. iris serong--4 buah cabe hijau. iris serong--Cabe rawit secukupnya. iris serong--4 butir bawang merah. iris tipis tipis--4 siung bawang putih. iris tipis tipis--3 buah tomat. potong potong--,Tumis bumbu iris kecuali tomat hingga harum--Masukkan tempe. ikan peda. tomat. kecap. beri dikit air. masak hingga agak menyusut airnya. tes rasa kalo kurang asin baru kasi garam (hati hati pemberian garam sebab peda sudah asin)--Masak hingga air menyusut dan bumbu meresap. matikan api--Siap disajikan bersama nasi hangat--,431,27
176,Orek tempe,,1 papan tempe--Bumbu :--4 biji cabe--3 siung bawang merah--1 siung bawang putih--secukupnya Kecap manis--secukupnya garam. micin. royco--,Langkah membuat.potong2 tempe menurut selera. Setelah itu goreng tempe sampk coklat. Setelah itu haluskan bumbu setelah siap semua goreng bumbu halus sampai harum setelah itu beri garem.micin.roico aduk2 dan masukan tempe beri kecap aduk2 kembali.lalu angkat--,406,29
177,Tempe Bacem Mantap,,8 Potong Tempe--1 Butir Asam--2 Lembar Salam--1 Ruas Langkuas Geprek--Bumbu Ulek:--5 Siung Bawang Merah--2 Siung Bawang Putih--Secukupnya Ketumbar. Garam. Kaldu. air dan kecap/gula merah--,Masukan semua bahan dan bumbu ulek ke dalam panci. beri secukupnya air. garam. kaldu. dan kecap.--Masak sampai airnya menyusut. Angkat.--Di goreng lagi enak. Dimakan langsung juga enak. Dihidangkan dengan nasi akeul lebih enak. :)--,689,20
178,Tumis toge dan tempe simple gak pake lama,,Sebungkus toge--secukupnya Tempe--2 siung bawang putih--2 siung bawang merah--1/2 bawang bombay ukuran sedang--3 buah cabe rawit--Kecap manis--Saus tiram--Air--,Rajang semua bumbu.--Iris tempe kotak* dan bersihkan toge bagian ekornya.--Goreng tempe terlebih dahulu sampai setengah kering. Tiriskan--Kemudian tumis bumbu yg sudah dirajang kemudian masukkan garam. tempe dan toge.--Masukkan kecap dan saus tiram secukupnya.--Kemudia masukkan sedikit air agar bumbu meresap dan rata. Tunggu mendidih kemudian tes rasa. Me sampai air menyusut habis.--,703,21
179,Oseng Teri Tempe,,1 ons ikan teri--1 tempe (potong dadu)--10 cabe rawit--4 biji bawang putih--6 biji bawang merah--4 lembar daun jeruk--1 buah tomat (potong dadu)--Air--Garam--,Cuci ikan teri dengan air bersih--Goreng setengah matang tempe dan ikan teri--Potong tipis bawang merah. bawang putih. daun jeruk. dan cabe rawit (sisakan 4 cabe rawit untuk diuleg)--Tumis bumbu yang telah dipotong tipis sampai layu. masukkan cabe yang telah diuleg. tambahkan sedikit air dan garam--Masukkan tempe dan ikan teri yang telah digoreng setengah matang--Koreksi rasa. kemudian masak hingga bumbu meresap--,631,27
180,Kering tempe teri,,5 tempe (bungkus daun) atau 1 papan tempe--Segenggam teri--1 buah h tomat--2 cm lengkuas--4 daun jeruk--3 daun salam--Air asam jawa 2 sdm (larutkan asam jawa dalam air panas. ambil)--3 cabe keriting hijau--2 sdm kecap--1 sdt gula merah--💋bumbu halus:--8 bawang merah--5 bawang putih--10 cabe rawit--Garam--Merica--Penyedap--,Potong2 tempe lalu goreng hingga kering--Uleg kasar bumbu halus--Potong tomat dan cabe--Goreng teri sebentar lalu tiriskann--Tumis bumbu halus hingga harum. masukkan lengkuas daun jeruk daun salam. Lalu bumbui dengan garam. merica. gula merah dan kecap serta air asam jawa.. Aduk2 hingga rata--Masukkan tomat. cabe hijau trakir tempe dan teri. Masak hingga tercampur dan bumbu meresap.--,511,28
181,Tempe Teriyaki,,1 papan Tempe--5 Bawang putih cincang--2 Bawang Bombai(kecil)--Saus teriyaki--Kecap manis--Lada--,Potong tempe menjadi kotang kotak--Lalu goreng tempe stngh matang saja. dan tiriskan--Kemudian tumis bawang putih dan bawang bombai sampai harum. beri kecap manis.lada dan saos teriyaki sedikit (tidak pakai garam ya soalnya saos teriyakinya sudah asin)--Baru masukan tempe yang tadi di goreng aduk rata. kalau kecap manis dan saus teriyaki kurang bisa di tambah--Dan Tempe Teriyaki siap di sajikan--,632,14
182,Tumis buncis tempe,,10 buncis potong miring--Tempe iris sesuai selera trus goreng (jgn terlalu kering)--1 buah tomat--3 siung bawang putih iris--3 siung bawang merah iris--3 cabai (menurut selera)--secukupnya Kecap--Secukupnya Garam--secukupnya Gula--penyedap rasa--,Tumis bawang putih. bawang merah dan cabe sampai harum--Masukkan buncis. aduk rata sampai agak layu--Masukan tempe yg sdh digoreng aduk rata--Tambahkan gula. garam. prnyedap rasa. dan kecap... cek rasa--Sajikan--So yummy--,639,23
183,Tempe Orek,,1 papan tempe uk.besar--2 keping gula merah kecil--2 lembar daun jeruk--1 lembar daun salam--1 sdm peres gula pasir--Bumbu iris :--5 bawang merah uk.besar--3 bawang putih--7 cabe merah kriting--3 cabe rawit merah--Secukupnya air matang--,Potong tipis2 tempe. cuci bersih tiriskan beri secukupnya garam. lalu goreng kering. tiriskan.sisihkan.--Tumis bumbu iris.daun salam. daun jeruk. lalu tambahkan gula merah. gula pasir dan secukupnya air. masak sampai mengental. beri garam.test rasa.Masukkan tempe.aduk rata. Sajikan--,434,10
184,Tempe Orek Basah,,1 papan tempe uk sedang. potong dadu--2 lembar daun salam (tambahan dr saya)--Seruas jempol lengkuas. memarkan (tambahan dr saya)--Secukupnya kecap manis--Secukupnya garam. gula dan kaldu bubuk (sy pk kaldu jamur)--Secukupnya air matang--1 buah jeruk limau uk besar. ambil airnya (tambahan dr saya)--Bumbu yg dihaluskan :--5 siung bawang merah--2 siung bawang putih (sy pk bawang putih kating)--1/2 buah tomat--2 buah kemiri(sangrai/goreng)--2 buah cabai merah besar--1/2 sdt ketumbar--,Goreng tempe yg sudah dipotong dadu sebentar sampai kecoklatan (jangan sampai kering ya)--Tumis bumbu halus. salam dan lengkuas menggunakan minyak sayur sampai harum dan matang. Lalu masukan air secukupnya. Aduk rata. Biarkan mendidih. Tuang kecap manis dan bumbu lainnya. Aduk rata kembali dan tes rasa.--Masukan tempe yg sudah digoreng tadi. aduk merata. Masak sampai bumbu meresap. Matikan kompor. Beri air perasan jeruk limau. Aduk rata. Siap disajikan.--Sajikan bersama nasi hangat.. sooo yummyy👍👌.--,532,25
185,Tumis sawi hijau plus tempe,,2 ikat sawi hijau--1 bungkus tempe--Bumbu:--4 siung bawang merah(iris tipis²)--2 siung bawang putih (iris tipis²)--5 buah cabe rawit merah(potong jadi 3 bagian)--1 sedok teh garam--secukupnya gula pasir--penyadap rasa--secukupnya air--,Potong sawi hijau lalu cuci bersih--Goreng tempe setengah matang--Tumis bawang merah. bawang putih.dan cabe hingga harum--Masukan sawi hijau dan tempe.. tambah kan air secukupnya--Masukan gula. garam.dan penyedap rasa.. icip rasa..tunggu air sampai menyusut lalu hidang kan--,635,13
186,Tempe mendoan melet,,1 papan tempe--4 buah tahu putih--Bahan sambal:--12 siung bawang merah--5 siung bawang putih--Cabe rawit (saya pakai 100biji karena suka pedas)--1 buah tomat--secukupnya Gula & garam--Bahan tepung:--1 sdm tepung tapioka--6 sdm tepung terigu--3 siung bawang putih--secukupnya Ketumbar bubuk--Bubuk kaldu (saya pakai ayam)--Air--Minyak untuk menggoreng--,Pertama buat sambal dulu. masukkan bawang merah. bawang putih. tomat. cabe rawit ke food processor (bisa juga di ulek) jangan sampai terlalu halus--Tumis bahan sambal yang sudah siap. bubuhkan garam dan gula tes rasa. sisihkan--Buat adonan tepung. haluskan bawang putih. campurkan dengan tepung terigu dan tapioka. masukkan garam dan bubuk kaldu. masukkan air tapi jangan terlalu kental. sisihkan--Belah tempe dan tahu. ushakan agar agak tebal karena masih akan diisi sambal--Masukkan sambal ke dalam tahu dan tempe yang sudah dibelah--Masukkan tempe dan tahu ke dalam tepung. dan siapkan minyak untuk menggoreng--Goreng dalam keadaan minyak sudah cukup panas dan tidak perlu sampai berubah coklat--Siap disajikan hangat--,583,10
187,Orek tempe basah cabe ijo,,1 papan tempe(aku bli 2000)--3-4 sdm kecap manis--secukupnya Gula. garam. kaldu bubuk--Bumbu yg di haluskan:--5 siung bawang merah(agak kecil2 bawangnya)--2 siung bawang putih--4 buah cabe merah keriting--3 buah cabe rawit orange--1 butir kemiri--1/4 sdt ketumbar bubuk--Pelengkap:--3 buah cabe ijo besar. iris--2 lembar daun salam--1 ruas lengkuas--100 ml Air kurang lebih--,Potong2 tempe.lalu goreng. Jangan terlalu kering.--Tumis bumbu yg di haluskan. masukan daun salam dan lengkuas timis hingga bumbu matang dan harum.--Masukan kecap. cabe ijo. beri air.--Masukan gula. garam. dan kaldu bubuk. Tes rasa.--Masukan tempe yg sudah d goreng. Aduk rata--Jika air sudah aga menyusut dan tasa sudah pas. Angkat dan sajikan.--,477,18
188,Tumis kacang panjang-tempe,,10 helai kacang panjang. potong--1 papan tempe. iris. goreng--Daun salam--Bumbu:--3 buah bawang merah--2 buah bawang putih--2 buah kemiri--1/2 sdt lada--Garam. gula--Kecap manis--,Uleg bumbu hingga halus.--Tumis bumbu hingga harum.--Masukkan kacang panjang potong. Tambahkan air. Masak sampai matang.--Masukkan tempe. Bumbui dengan kecap manis.--Koreksi rasa. Sajikan.--,561,14
189,"Udang, Tempe, Terong balado",,250 gram udang--200 gram tempe--2 buah terong--4 siung bawang putih--4 siung bawang merah--5 biji cabe merah keriting--5 biji cabe rawit merah--Garam--Gula--Kecap manis--3 biji Tomat--,Cuci udang dan buang kepala nya. rendam pake jahe 10 menit.--Potong tempe dan terong sesuai selera. Lalu goreng tempe. Terong dan udang setengah matang.--Haluskan bumbu diatas. Kecuali tomat.--Tumis bumbu smpai bau harum bru masukkan tomat. Tumis tomat smpai layu.--Masukkan tempe. terong dan udang. Tambah kan air 250 ml. Agar bumbu meresap. Tunggu mendidih.--Koreksi rasa. Tambahkan kecap manis.--,439,14
190,Tumis tempe kacang panjang,,1 papan Tempe (potong serong)--Kacang panjang--35 biji Cabe kecil (saya suka pedas sih)--1 buah Tomat--Terasi--3 buah Bawang putih--1 buah Bawang merah--1 bks Masako ayam--Minyak (untuk menggoreng dan menumis)--,Bawang putih.bawang merah.cabe.tomat.terasi di tumbuk jadi satu--Goreng tempenya--Tumis bahan yang sudah ditumbuk masukan kacang panjang yang sudah di potong2--Setelah itu masukan tempe yang sudah di goreng dan berikan masako. tunggu sampai mateng--,600,27
191,Tahu tempe pedes manis,,5 buah tahu kecil--1 tempe daun--2 batang daun bawang--1/2 siung bawang bombay. iris--3 siung bawang merah. iris--2 siung bawang putih. cacah--2 cabe rawit merah (sesuai selera)--2 cabe rawit hijau--Sejumput merica--1 sendok makan saos tiram--1 sendok makan kecap manis--,Potong kotak kotak semua tahu dan tempe. Kemudian goreng hingga setengah matang--Tumis bawang bombay. bawang merah dan bawang putih--Masukkan tahu dan tempe yg sudah di goreng--Masukkan cabe. saos tiram. kecap manis dan merica--Tambahkan sedikit air--Masak hingga bumbu meresap--Siap disajikan 😄--,661,14
192,Orek tempe ikan cuwe',,1 kranjang ikan cuwe isi 4--1 papan Tempe--Bumbu2--4 siung bawang merah--1 siung bawang putih--5 buah Cabai rawit--Gula--Garam--,Iris dadu tempe atau memanjang--Goreng tempe dan ikan cuwe'--Uleg semua bumbu--Panaskan minyak--Masukkan bumbu yg sudah d uleg--Tambahkan sdikir air--Masukkan ikan cuwe' dan tempenya--Boleh d tmbahin kecap--Cicipi jika rasanya kurg enak tmbahin penyedap..--,637,20
193,Sayur terong tempe santan gampang,,2 buah terong diiris bulat--1 papan tempe kecil. dipotong kotak kotak 1 cm--2 lembar daun salam--2 cm lengkuas. memarkan--1 batang serai. memarkan--3 buah cabai hijau iris serong--600 ml santan (saya kara + air)--1.5 sdt garam--1 sdt gula pasir--1/4 sdt merica bubuk--Minyak goreng--Bumbu halus :--5 butir bawang merah--3 siung bawang putih--3 butir kemiri sangrai--1/4 sdt ketumbar--2 cm kunyit--,Panaskan minyak. goreng terong sampai agak layu. Sisihkan.--Tumis bumbu halus. lengkuas. daun salam. serai hingga harum. Masukkan cabai lalu aduk hingga matang.--Tuang santan. Masukkan gula. garam. merica. Aduk rata.--Masukkan tempe. masak hingga matang. Aduk2 ya agar tidak pecah.--Masukkan terong. masak hingga terong matang. Selesaiiiiii.--,714,28
194,Tempe melet huhah,,1 papan tempe--5 cabe rawit--10 cabe merah keriting (sesuai selera)--2 buah tomat--2 siung bawang merah--2 siung bawang putih--Gula--Garam--Tepung bumbu/tepung terigu--,Bikin sambal dengan Haluskan cabe. bawang merah. bawang putih. tomat. tambah sedikit gula dan garam--Tumis sambal dengan minyak--Potong tempe. belah bagian tengah. Isi tempe dengan sambel yg sudah matang--Balut tempe isi dengan tepung bumbu yg sudah diencerkan.--Goreng tempe. Sajikan selagi hangat--,444,16
195,Kering Tempe Harum,,3 papan tempe--3 siung bawang putih--6 siung bawang merah--5 cabai merah (setan) optional tergantung selera--3 lembar daun salam--2 lembar daun jeruk nipis--1 siung jahe--1 siung laos--1 siung sereh--secukupnya garam--secukupnya penyedap rasa--secukupnya kecap manis--secukupnya gula jawa / sesuai selera saya pakai 2 sisir gula jawa ukuran kecil--,Iris tempe sesuai selera ☺--Goreng sampai kering--Uleg bumbu-bumbu. Tambahkan garam setengah sendok teh atau sesuai selera.. karena saya suka asin jadi saya tambahkan agak banyak ☺. Kecuali laos. jahe. sereh. Cukup di memarkan / geprek kasar--Panaskan minyak tumis semua bumbu termasuk laos. jahe. daun jeruk. dan daun salam. sereh. Tambahkan gula jawa 2 sisir kecil / sesuai selera dan Kecap secukupnya. Tambahkan air setengah gelas belimbing. Jika semua sudah tercampur dan bau sudah harum. Masukan kering tempe. Tambahkan penyedap rasa (optional) sesuai selera. Masak kurleb 5 menit.--Tes rasa. Jika kurang manis atau asin bisa di tambahkan--Angkat dan sajikan. Harum sis baunya.. ☺☺--,742,17
